onset	duration	nwb_table	error_run	stim_run	both_visit	condition	label
5.0	51.0	states					quiet
56.0	46.0	states					awake
102.0	243.0	states					quiet
345.0	138.0	states					awake
483.0	43.0	states					quiet
526.0	1569.0	states					nrem
2095.0	14.0	states					transit
2109.0	139.0	states					rem
2248.0	1294.0	states					nrem
3542.0	12.0	states					transit
3554.0	118.0	states					rem
3672.0	1665.0	states					nrem
5337.0	12.0	states					transit
5349.0	54.0	states					rem
5403.0	340.0	states					nrem
5743.0	10.0	states					transit
5753.0	48.0	states					rem
5801.0	503.0	states					nrem
6304.0	5276.0	states					awake
7642.7008	3823.9744	epochs					
7654.8688	118.70560000000023	trials	0.0	0.0	0.0	run_left	
7773.5744	238.26239999999962	trials	0.0	0.0	0.0	run_right	
8011.8368	68.1239999999998	trials	0.0	0.0	0.0	run_left	
8079.9608	106.82479999999941	trials	0.0	0.0	0.0	run_right	
8186.785599999999	128.82799999999952	trials	0.0	0.0	0.0	run_left	
8315.613599999999	66.03840000000127	trials	0.0	0.0	0.0	run_right	
8381.652	66.08240000000114	trials	0.0	0.0	0.0	run_left	
8447.734400000001	32.04959999999846	trials	1.0	0.0	0.0	run_left	
8479.784	69.16159999999945	trials	0.0	0.0	0.0	run_right	
8548.9456	56.62640000000101	trials	0.0	0.0	0.0	run_left	
8605.572	77.90159999999923	trials	0.0	0.0	0.0	run_right	
8683.4736	53.12720000000081	trials	0.0	0.0	0.0	run_left	
8736.6008	24.665600000000268	trials	1.0	0.0	0.0	run_left	
8761.2664	67.79440000000068	trials	0.0	0.0	0.0	run_right	
8829.060800000001	55.669599999999264	trials	0.0	0.0	0.0	run_left	
8884.7304	72.87519999999859	trials	0.0	0.0	0.0	run_right	
8957.605599999999	52.94160000000011	trials	0.0	0.0	0.0	run_left	
9010.547199999999	76.58880000000136	trials	0.0	0.0	0.0	run_right	
9087.136	61.59759999999915	trials	0.0	0.0	0.0	run_left	
9148.7336	28.540800000000672	trials	1.0	0.0	0.0	run_left	
9177.2744	61.59200000000055	trials	0.0	0.0	0.0	run_right	
9238.8664	44.211199999999735	trials	0.0	0.0	0.0	run_left	
9283.0776	58.76959999999963	trials	0.0	0.0	0.0	run_right	
9341.8472	43.0671999999995	trials	0.0	0.0	0.0	run_left	
9384.9144	26.159999999999854	trials	1.0	0.0	0.0	run_left	
9411.0744	65.22000000000116	trials	0.0	0.0	0.0	run_right	
9476.2944	43.28319999999985	trials	0.0	0.0	0.0	run_left	
9519.5776	88.5552000000007	trials	0.0	0.0	0.0	run_right	
9608.132800000001	40.55199999999968	trials	0.0	0.0	0.0	run_left	
9648.6848	88.24159999999938	trials	0.0	0.0	0.0	run_right	
9736.9264	43.82879999999932	trials	0.0	0.0	0.0	run_left	
9780.7552	62.35920000000078	trials	0.0	0.0	0.0	run_right	
9843.1144	41.67519999999968	trials	0.0	0.0	0.0	run_left	
9884.7896	60.3815999999988	trials	0.0	0.0	0.0	run_right	
9945.171199999999	66.81600000000071	trials	0.0	0.0	0.0	run_left	
10011.9872	26.365600000000995	trials	1.0	0.0	0.0	run_left	
10038.3528	42.23519999999917	trials	0.0	0.0	0.0	run_right	
10080.588	48.62960000000021	trials	0.0	0.0	0.0	run_left	
10129.2176	56.9312000000009	trials	1.0	0.0	0.0	run_left	
10186.1488	56.64719999999943	trials	0.0	0.0	0.0	run_right	
10242.796	104.46399999999994	trials	0.0	0.0	0.0	run_left	
10347.26	28.81760000000031	trials	1.0	0.0	0.0	run_left	
10376.0776	48.77679999999964	trials	0.0	0.0	0.0	run_right	
10424.8544	37.82959999999912	trials	0.0	0.0	0.0	run_left	
10462.684	73.27759999999944	trials	0.0	0.0	0.0	run_right	
10535.961599999999	94.11360000000059	trials	0.0	0.0	0.0	run_left	
10630.0752	67.6856000000007	trials	0.0	0.0	0.0	run_right	
10697.7608	59.41519999999946	trials	0.0	0.0	0.0	run_left	
10757.176	74.40080000000125	trials	0.0	0.0	0.0	run_right	
10831.5768	45.99759999999878	trials	0.0	0.0	0.0	run_left	
10877.5744	50.52319999999963	trials	0.0	0.0	0.0	run_right	
10928.0976	39.99920000000202	trials	0.0	0.0	0.0	run_left	
10968.096800000001	60.70959999999832	trials	0.0	0.0	0.0	run_right	
11028.8064	37.064000000000306	trials	0.0	0.0	0.0	run_left	
11065.8704	24.032000000001062	trials	1.0	0.0	0.0	run_left	
11089.9024	21.641599999999016	trials	1.0	0.0	0.0	run_left	
11111.544	47.219999999999345	trials	0.0	0.0	0.0	run_right	
11158.764	37.51680000000124	trials	0.0	0.0	0.0	run_left	
11196.2808	28.244000000000597	trials	1.0	0.0	0.0	run_left	
11224.524800000001	72.71999999999935	trials	0.0	0.0	0.0	run_right	
11297.2448	34.78719999999885	trials	0.0	0.0	0.0	run_left	
11332.032	103.61440000000039	trials	0.0	0.0	0.0	run_right	
11435.6464	31.053600000001097	trials	0.0	0.0	0.0	run_left	
11580.0	598.0	states					quiet
12178.0	273.0	states					awake
12451.0	75.0	states					quiet
12526.0	74.0	states					nrem
12600.0	50.0	states					quiet
12650.0	188.0	states					nrem
12838.0	525.0	states					awake
13363.0	1666.0	states					nrem
15029.0	20.0	states					transit
15049.0	137.0	states					rem
15186.0	855.0	states					nrem
16041.0	9.0	states					transit
16050.0	105.0	states					rem
16155.0	590.0	states					nrem
16745.0	783.0	states					quiet
17528.0	185.0	states					awake
